iter	Passed	Remaining
412	2980	4235
413	2986	4227
414	2990	4216
415	2995	4204
416	3001	4196
417	3007	4187
418	3013	4178
419	3017	4167
420	3022	4156
421	3027	4146
422	3032	4135
423	3041	4131
424	3045	4120
425	3050	4110
426	3056	4102
427	3061	4091
428	3065	4079
429	3071	4071
430	3075	4059
431	3079	4048
432	3084	4039
433	3089	4028
434	3092	4017
435	3097	4006
436	3104	3999
437	3108	3988
438	3112	3977
439	3119	3970
440	3123	3959
441	3127	3948
442	3133	3939
443	3136	3928
444	3140	3917
445	3146	3907
446	3150	3897
447	3154	3886
448	3159	3877
449	3164	3867
450	3167	3856
451	3171	3844
452	3177	3836
453	3181	3825
454	3184	3814
455	3190	3806
456	3195	3797
457	3199	3786
458	3203	3776
459	3209	3767
460	3214	3758
461	3218	3747
462	3225	3740
463	3229	3730
464	3233	3719
465	3238	3711
466	3242	3701
467	3246	3690
468	3250	3680
469	3256	3672
470	3259	3661
471	3263	3650
472	3272	3645
473	3275	3635
474	3279	3624
475	3288	3619
476	3291	3609
477	3294	3598
478	3299	3589
479	3304	3579
480	3309	3570
481	3313	3561
482	3319	3553
483	3324	3543
484	3328	3534
485	3332	3524
486	3336	3514
487	3340	3504
488	3345	3495
489	3350	3487
490	3354	3477
491	3357	3467
492	3363	3458
493	3366	3448
494	3370	3438
495	3373	3428
496	3378	3419
497	3383	3410
498	3387	3400
499	3396	3396
500	3400	3386
501	3403	3376
502	3413	3372
503	3416	3361
504	3418	3351
505	3422	3341
506	3427	3332
507	3431	3323
508	3434	3313
509	3440	3305
510	3443	3295
511	3446	3285
512	3450	3275
513	3454	3266
514	3458	3257
515	3461	3246
516	3464	3237
517	3472	3231
518	3476	3221
519	3480	3212
520	3483	3202
521	3487	3193
522	3490	3183
523	3493	3173
524	3497	3164
525	3500	3154
526	3504	3145
527	3509	3137
528	3523	3137
529	3528	3128
530	3533	3121
531	3539	3113
532	3543	3104
533	3548	3096
534	3552	3087
535	3555	3078
536	3559	3068
537	3563	3060
538	3567	3051
539	3571	3042
540	3575	3033
541	3581	3026
542	3584	3017
543	3588	3007
544	3590	2997
545	3594	2989
546	3598	2980
547	3601	2970
548	3605	2961
549	3608	2952
550	3612	2944
551	3616	2934
552	3619	2926
553	3625	2918
554	3629	2910
555	3633	2901
556	3636	2891
557	3642	2885
558	3647	2877
559	3651	2868
560	3658	2862
561	3664	2855
562	3667	2846
563	3672	2839
564	3678	2832
565	3682	2824
566	3691	2819
567	3696	2811
568	3703	2805
569	3715	2802
570	3722	2796
571	3728	2789
572	3735	2783
573	3742	2777
574	3749	2771
575	3755	2764
576	3761	2757
577	3771	2753
578	3776	2745
579	3785	2741
580	3791	2734
581	3800	2729
582	3805	2721
583	3810	2714
584	3816	2707
585	3821	2699
586	3828	2693
587	3834	2686
588	3839	2679
589	3847	2673
590	3852	2666
591	3862	2662
592	3868	2654
593	3877	2650
594	3882	2643
595	3890	2637
596	3895	2629
597	3901	2622
598	3908	2616
599	3913	2608
600	3918	2601
601	3924	2594
602	3931	2588
603	3943	2585
604	3949	2578
605	3961	2575
606	3966	2568
607	3972	2561
608	3978	2554
609	3983	2546
610	3989	2540
611	3996	2533
612	4003	2527
613	4010	2521
614	4020	2516
615	4028	2510
616	4039	2507
617	4050	2503
618	4058	2498
619	4068	2493
620	4073	2485
621	4079	2479
622	4089	2474
623	4098	2469
624	4104	2462
625	4115	2459
626	4121	2451
627	4129	2446
628	4136	2439
629	4141	2432
630	4147	2425
631	4164	2424
632	4171	2418
633	4177	2411
634	4182	2404
635	4197	2402
636	4202	2394
637	4210	2389
638	4220	2384
639	4226	2377
640	4231	2369
641	4238	2363
642	4347	2413
643	4356	2408
644	4382	2412
645	4388	2405
646	4393	2397
647	4403	2392
648	4409	2384
649	4417	2378
650	4425	2372
651	4429	2364
652	4435	2356
653	4440	2349
654	4456	2347
655	4472	2345
656	4481	2339
657	4490	2333
658	4495	2326
659	4502	2319
660	4508	2312
661	4514	2305
662	4520	2297
663	4531	2292
664	4536	2285
665	4542	2277
666	4549	2271
667	4554	2263
668	4563	2257
669	4568	2250
670	4576	2244
671	4583	2237
672	4590	2230
673	4596	2223
674	4601	2215
675	4611	2210
676	4617	2202
677	4629	2198
678	4635	2191
679	4645	2185
680	4650	2178
681	4663	2174
682	4674	2169
683	4681	2162
684	4700	2161
685	4708	2155
686	4724	2152
687	4731	2145
688	4745	2142
689	4755	2136
690	4761	2129
691	4768	2122
692	4774	2115
693	4779	2107
694	4788	2101
695	4793	2093
696	4802	2087
697	4808	2080
698	4814	2073
699	4821	2066
700	4833	2061
701	4840	2054
702	4849	2048
703	4856	2041
704	4867	2036
705	4874	2029
706	4883	2023
707	4887	2015
708	4894	2009
709	4900	2001
710	4905	1993
711	4920	1990
712	4931	1985
713	4936	1977
714	4947	1972
715	4953	1964
716	4965	1959
717	4977	1954
718	4985	1948
719	4993	1942
720	5000	1934
721	5009	1928
722	5015	1921
723	5021	1914
724	5026	1906
725	5033	1899
726	5047	1895
727	5054	1888
728	5060	1881
729	5067	1874
730	5077	1868
731	5082	1860
732	5089	1853
733	5094	1846
734	5102	1839
735	5109	1832
736	5118	1826
737	5124	1819
738	5138	1814
739	5144	1807
740	5152	1800
741	5157	1793
742	5168	1787
743	5171	1779
744	5177	1772
745	5185	1765
746	5194	1759
747	5201	1752
748	5212	1746
749	5230	1743
750	5238	1736
751	5250	1731
752	5256	1724
753	5261	1716
754	5266	1709
755	5281	1704
756	5287	1697
757	5295	1690
758	5299	1682
759	5305	1675
760	5310	1667
761	5319	1661
762	5324	1653
763	5328	1645
764	5335	1639
765	5341	1631
766	5346	1624
767	5353	1617
768	5358	1609
769	5364	1602
770	5369	1594
771	5374	1587
772	5381	1580
773	5389	1573
774	5395	1566
775	5400	1558
776	5405	1551
777	5413	1544
778	5420	1537
779	5430	1531
780	5437	1524
781	5453	1520
782	5462	1513
783	5482	1510
784	5489	1503
785	5497	1496
786	5527	1495
787	5534	1488
788	5545	1483
789	5550	1475
790	5557	1468
791	5563	1461
792	5567	1453
793	5576	1446
794	5580	1439
795	5585	1431
796	5591	1424
797	5598	1417
798	5607	1410
799	5612	1403
800	5617	1395
801	5622	1388
802	5627	1380
803	5631	1372
804	5642	1366
805	5647	1359
806	5654	1352
807	5658	1344
808	5662	1336
809	5668	1329
810	5672	1321
811	5676	1314
812	5685	1307
813	5689	1300
814	5692	1292
815	5700	1285
816	5705	1278
817	5709	1270
818	5715	1263
819	5720	1255
820	5723	1247
821	5728	1240
822	5732	1232
823	5736	1225
824	5741	1217
825	5746	1210
826	5751	1203
827	5754	1195
828	5760	1188
829	5764	1180
830	5767	1172
831	5771	1165
832	5775	1157
833	5778	1150
834	5782	1142
835	5786	1135
836	5792	1127
837	5795	1120
838	5798	1112
839	5802	1105
840	5806	1097
841	5810	1090
842	5813	1082
843	5816	1075
844	5821	1067
845	5824	1060
846	5828	1052
847	5831	1045
848	5836	1037
849	5840	1030
850	5844	1023
851	5848	1015
852	5854	1008
853	5857	1001
854	5860	993
855	5865	986
856	5869	979
857	5872	971
858	5876	964
859	5883	957
860	5886	950
861	5890	942
862	5893	935
863	5898	928
864	5901	921
865	5906	913
866	5909	906
867	5914	899
868	5917	892
869	5921	884
870	5924	877
871	5929	870
872	5933	863
873	5936	855
874	5939	848
875	5943	841
876	5947	834
877	5951	826
878	5954	819
879	5959	812
880	5962	805
881	5966	798
882	5969	790
883	5975	784
884	5979	776
885	5982	769
886	5986	762
887	5993	755
888	5996	748
889	6000	741
890	6004	734
891	6009	727
892	6012	720
893	6016	713
894	6021	706
895	6024	699
896	6028	692
897	6031	685
898	6034	677
899	6039	671
900	6043	664
901	6046	656
902	6051	650
903	6055	643
904	6058	636
905	6062	629
906	6066	622
907	6070	615
908	6073	608
909	6076	601
910	6079	593
911	6084	587
912	6087	580
913	6090	573
914	6093	566
915	6099	559
916	6103	552
917	6106	545
918	6109	538
919	6113	531
920	6117	524
921	6121	517
922	6126	511
923	6130	504
924	6134	497
925	6137	490
926	6140	483
927	6144	476
928	6148	469
929	6151	462
930	6153	456
931	6156	449
932	6163	442
933	6167	435
934	6171	429
935	6177	422
936	6180	415
937	6183	408
938	6185	401
939	6189	395
940	6193	388
941	6196	381
942	6199	374
943	6202	367
944	6207	361
945	6210	354
946	6212	347
947	6216	340
948	6220	334
949	6224	327
950	6228	320
951	6231	314
952	6234	307
953	6238	300
954	6242	294
955	6245	287
956	6248	280
957	6252	274
958	6256	267
959	6259	260
960	6262	254
961	6265	247
962	6269	240
963	6272	234
964	6275	227
965	6279	221
966	6283	214
967	6287	207
968	6291	201
969	6295	194
970	6299	188
971	6302	181
972	6306	174
973	6309	168
974	6316	161
975	6319	155
976	6323	148
977	6326	142
978	6329	135
979	6333	129
980	6337	122
981	6340	116
982	6346	109
983	6350	103
984	6353	96
985	6357	90
986	6365	83
987	6368	77
988	6371	70
989	6376	64
990	6380	57
991	6383	51
992	6387	45
993	6391	38
994	6395	32
995	6398	25
996	6401	19
997	6406	12
998	6410	6
999	6413	0
